TAX_ID,Lat,Lon,CensusTract,CensusTract,CensusTract,NonResAssets_CombinedCode,CODEAB_CombinedCode,Entity2,Entity_Category,ENTITY,Expr1,Latitude,Longitude,Latit,Longi
31150000800000190090000000,43.05850799,-76.15224307,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190090000000,43.05847869,-76.15224033,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190090000000,43.05853766,-76.15224138,5.01,5.01,5.01,42100,,Restaurant,Food Commercial,RESTAURANT,1,43,-76,43.06,-76.15
31150000800000190090000000,43.05850799,-76.15224307,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190090000000,43.05847869,-76.15224033,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190100000000,43.05844127,-76.15225675,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190100000000,43.05842914,-76.15225683,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190100000000,43.05844127,-76.15225675,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190100000000,43.05842914,-76.15225683,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190110000000,43.05833754,-76.15222774,5.01,5.01,5.01,53400,,Social Organization,Entertainment,SOCIAL ORGANIZATION,1,43,-76,43.06,-76.15
31150000800000190120000000,43.05819087,-76.15225735,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190120000000,43.05819647,-76.15231177,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190120000000,43.05819087,-76.15225735,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190120000000,43.05819647,-76.15231177,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190130000000,43.05814446,-76.15225767,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190130000000,43.05814357,-76.1523092,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190130000000,43.05814446,-76.15225767,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190130000000,43.05814357,-76.1523092,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190140000000,43.05807862,-76.15225813,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190140000000,43.05810451,-76.15225501,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190140000000,43.05807862,-76.15225813,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190140000000,43.05810451,-76.15225501,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.05792434,-76.15227541,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.0579632,-76.15227661,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.05801981,-76.15227009,5.01,5.01,5.01,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000800000190150000000,43.05792434,-76.15227541,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.0579632,-76.15227661,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.05801981,-76.15227009,5.01,5.01,5.01,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000800000190150000000,43.05792434,-76.15227541,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.0579632,-76.15227661,5.01,5.01,5.01,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000800000190150000000,43.05801981,-76.15227009,5.01,5.01,5.01,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000800000190180010000,43.05822073,-76.15279071,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190200010000,43.05842467,-76.15297084,5.01,5.01,5.01,45912,,Ethnic Foods,Food Commercial,ETHNIC FOODS,1,43,-76,43.06,-76.15
31150000800000190200010000,43.05860122,-76.15309844,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000190200010000,43.05842467,-76.15297084,5.01,5.01,5.01,45912,,Ethnic Foods,Food Commercial,ETHNIC FOODS,1,43,-76,43.06,-76.15
31150000800000190200010000,43.05860122,-76.15309844,5.01,5.01,5.01,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000800000200010000000,43.05741008,-76.15331673,5.01,5.01,5.01,44900,,Warehouse,Storage Commercial,WAREHOUSE,1,43,-76,43.06,-76.15
31150000800001300060000000,43.06109109,-76.14948101,,,,43301,,Body Shop,Auto Commercial,BODY SHOP,1,43,-76,43.06,-76.15
31150000900000160580000000,43.06192554,-76.15029677,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000160580000000,43.06181852,-76.15033846,14,14,14,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.06,-76.15
31150000900000160580000000,43.06192554,-76.15029677,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000160580000000,43.06181852,-76.15033846,14,14,14,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.06,-76.15
31150000900000170620000000,43.06141643,-76.14944671,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000170670000000,43.06174151,-76.15000376,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000210150000000,43.06711859,-76.14383411,7,7,7,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150000900000210190000000,43.0665582,-76.14364508,7,7,7,45901,,Convenience Store,Convenience Commercial,CONVENIENCE STORE,1,43,-76,43.07,-76.14
31150000900000220220000000,43.0644436,-76.14368805,14,14,14,45907,,Laundromat,Convenience Commercial,LAUNDROMAT,1,43,-76,43.06,-76.14
31150000900000240140000000,43.06341675,-76.14377056,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.14
31150000900000240140000000,43.06343841,-76.14383652,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000240140000000,43.06341675,-76.14377056,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.14
31150000900000240140000000,43.06343841,-76.14383652,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000240150000000,43.06333122,-76.14382801,14,14,14,42200,,Diner,Food Commercial,DINER,1,43,-76,43.06,-76.14
31150000900000240150000000,43.06336014,-76.14392316,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000240150000000,43.06333122,-76.14382801,14,14,14,42200,,Diner,Food Commercial,DINER,1,43,-76,43.06,-76.14
31150000900000240150000000,43.06336014,-76.14392316,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000240160000000,43.06310538,-76.14401397,14,14,14,62012,,Storefront  Church,Religious,STOREFRONT  CHURCH,1,43,-76,43.06,-76.14
31150000900000240160000000,43.06316045,-76.14396421,14,14,14,46400,,Office Bldg,Office Space,OFFICE BLDG,1,43,-76,43.06,-76.14
31150000900000240160000000,43.06310538,-76.14401397,14,14,14,62012,,Storefront  Church,Religious,STOREFRONT  CHURCH,1,43,-76,43.06,-76.14
31150000900000240160000000,43.06316045,-76.14396421,14,14,14,46400,,Office Bldg,Office Space,OFFICE BLDG,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06297401,-76.14408951,14,14,14,42500,,Bar,Alcohol Commercial,BAR,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06307512,-76.14433889,14,14,14,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06300501,-76.14416897,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06297401,-76.14408951,14,14,14,42500,,Bar,Alcohol Commercial,BAR,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06307512,-76.14433889,14,14,14,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06300501,-76.14416897,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06297401,-76.14408951,14,14,14,42500,,Bar,Alcohol Commercial,BAR,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06307512,-76.14433889,14,14,14,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.06,-76.14
31150000900000240170000000,43.06300501,-76.14416897,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000250280020000,43.06264545,-76.14447415,14,14,14,42600,,Fast Food,Food Commercial,FAST FOOD,1,43,-76,43.06,-76.14
31150000900000250300000000,43.06246722,-76.14457774,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.14
31150000900000250330000000,43.06221613,-76.14479899,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000250330000000,43.06217712,-76.14470325,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.14
31150000900000250330000000,43.06221613,-76.14479899,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000250330000000,43.06217712,-76.14470325,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.14
31150000900000250340000000,43.06208395,-76.14479994,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000250340000000,43.0621264,-76.14514213,14,14,14,44900,,Warehouse,Storage Commercial,WAREHOUSE,1,43,-76,43.06,-76.15
31150000900000250340000000,43.06208395,-76.14479994,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.14
31150000900000250340000000,43.0621264,-76.14514213,14,14,14,44900,,Warehouse,Storage Commercial,WAREHOUSE,1,43,-76,43.06,-76.14
31150000900000250350000000,43.06194037,-76.14507139,14,14,14,45901,,Convenience Store,Convenience Commercial,CONVENIENCE STORE,1,43,-76,43.06,-76.15
31150000900000260170000000,43.06150981,-76.14548232,14,14,14,61101,,Library (Ocpl Member),Public Space and Services,LIBRARY (OCPL MEMBER),1,43,-76,43.06,-76.15
31150000900000270190000000,43.06096026,-76.14560325,14,14,14,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06105924,-76.14561727,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610073,-76.14565127,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610209,-76.14556568,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06096026,-76.14560325,14,14,14,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06105924,-76.14561727,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610073,-76.14565127,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610209,-76.14556568,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06096026,-76.14560325,14,14,14,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06105924,-76.14561727,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610073,-76.14565127,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610209,-76.14556568,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06096026,-76.14560325,14,14,14,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000900000270190000000,43.06105924,-76.14561727,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610073,-76.14565127,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000270190000000,43.0610209,-76.14556568,14,14,14,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.06,-76.15
31150000900000280130000000,43.06035635,-76.14689597,14,14,14,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000900000280130000000,43.06043614,-76.14630522,14,14,14,42600,,Fast Food,Food Commercial,FAST FOOD,1,43,-76,43.06,-76.15
31150000900000280130000000,43.06035635,-76.14689597,14,14,14,45900,,Small Retail Store,Retail Commercial,SMALL RETAIL STORE,1,43,-76,43.06,-76.15
31150000900000280130000000,43.06043614,-76.14630522,14,14,14,42600,,Fast Food,Food Commercial,FAST FOOD,1,43,-76,43.06,-76.15
31150000900000290360000000,43.06092004,-76.14862955,14,14,14,45912,,Ethnic Foods,Food Commercial,ETHNIC FOODS,1,43,-76,43.06,-76.15
31150000900000290360000000,43.0609428,-76.14870014,14,14,14,45901,,Convenience Store,Convenience Commercial,CONVENIENCE STORE,1,43,-76,43.06,-76.15
31150000900000290360000000,43.0610288,-76.14859971,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900000290360000000,43.06092004,-76.14862955,14,14,14,45912,,Ethnic Foods,Food Commercial,ETHNIC FOODS,1,43,-76,43.06,-76.15
31150000900000290360000000,43.0609428,-76.14870014,14,14,14,45901,,Convenience Store,Convenience Commercial,CONVENIENCE STORE,1,43,-76,43.06,-76.15
31150000900000290360000000,43.0610288,-76.14859971,14,14,14,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.06,-76.15
31150000900001700620000000,43.0613607,-76.1494616,,,,45907,,Laundromat,Convenience Commercial,LAUNDROMAT,1,43,-76,43.06,-76.15
31150000900001700670000000,43.06167362,-76.15006468,,,,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.06,-76.15
31150001000000040020000000,43.07199812,-76.14206691,8,8,8,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001000000040020000000,43.07191805,-76.14200168,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000040020000000,43.07199812,-76.14206691,8,8,8,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001000000040020000000,43.07191805,-76.14200168,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000040180000000,43.07191453,-76.1426263,8,8,8,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001000000040180000000,43.07198528,-76.14244387,8,8,8,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001000000040180000000,43.07191453,-76.1426263,8,8,8,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001000000040180000000,43.07198528,-76.14244387,8,8,8,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001000000040190000000,43.07227522,-76.14249795,8,8,8,96037,,City Park (Medians),Public Space and Services,CITY PARK (MEDIANS),1,43,-76,43.07,-76.14
31150001000000040190000000,43.07227522,-76.14249795,7,7,7,96037,,City Park (Medians),Public Space and Services,CITY PARK (MEDIANS),1,43,-76,43.07,-76.14
31150001000000050020000000,43.07205696,-76.14153643,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050020000000,43.07205446,-76.14150396,8,8,8,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.07,-76.14
31150001000000050020000000,43.07205696,-76.14153643,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050020000000,43.07205446,-76.14150396,8,8,8,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.07,-76.14
31150001000000050030000000,43.07207017,-76.14125531,8,8,8,45908,,"Meats, Fish",Food Commercial,"MEATS, FISH",1,43,-76,43.07,-76.14
31150001000000050030000000,43.07207711,-76.14120328,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050030000000,43.07207017,-76.14125531,8,8,8,45908,,"Meats, Fish",Food Commercial,"MEATS, FISH",1,43,-76,43.07,-76.14
31150001000000050030000000,43.07207711,-76.14120328,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050040000000,43.07206596,-76.14109128,8,8,8,42301,,Pizza,Food Commercial,PIZZA,1,43,-76,43.07,-76.14
31150001000000050040000000,43.07200414,-76.14111934,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050040000000,43.07206596,-76.14109128,8,8,8,42301,,Pizza,Food Commercial,PIZZA,1,43,-76,43.07,-76.14
31150001000000050040000000,43.07200414,-76.14111934,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050050000000,43.07203569,-76.14096154,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050050000000,43.07206178,-76.14093374,8,8,8,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.07,-76.14
31150001000000050050000000,43.07203569,-76.14096154,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000050050000000,43.07206178,-76.14093374,8,8,8,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.07,-76.14
31150001000000050140000000,43.07189514,-76.13972314,8,8,8,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.07,-76.14
31150001000000050150000000,43.07215297,-76.13956858,8,8,8,42500,,Bar,Alcohol Commercial,BAR,1,43,-76,43.07,-76.14
31150001000000060010000000,43.07217177,-76.13885099,8,8,8,42306,,Deli,Food Commercial,DELI,1,43,-76,43.07,-76.14
31150001000000060010000000,43.07211874,-76.13889011,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000060010000000,43.07217177,-76.13885099,8,8,8,42306,,Deli,Food Commercial,DELI,1,43,-76,43.07,-76.14
31150001000000060010000000,43.07211874,-76.13889011,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001000000280270000000,43.06652599,-76.14319767,8,8,8,48400,,Small Single-Use Bldg,Mixed Use,SMALL SINGLE-USE BLDG,1,43,-76,43.07,-76.14
31150001000000280270000000,43.06650111,-76.14312006,8,8,8,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000060160000000,43.0725237,-76.13635588,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000060160000000,43.07253378,-76.13990254,4,4,4,45901,,Convenience Store,Convenience Commercial,CONVENIENCE STORE,1,43,-76,43.07,-76.14
31150001100000060160000000,43.0725237,-76.13635588,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000060160000000,43.07253378,-76.13990254,4,4,4,45901,,Convenience Store,Convenience Commercial,CONVENIENCE STORE,1,43,-76,43.07,-76.14
31150001100000060170000000,43.07252551,-76.13689204,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000060170000000,43.07256241,-76.13697659,4,4,4,83704,,Cell Facility On Bldg,Infrastructure,CELL FACILITY ON BLDG,1,43,-76,43.07,-76.14
31150001100000060170000000,43.07252551,-76.13689204,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000060170000000,43.07256241,-76.13697659,4,4,4,83704,,Cell Facility On Bldg,Infrastructure,CELL FACILITY ON BLDG,1,43,-76,43.07,-76.14
31150001100000070170000000,43.07248135,-76.1373424,4,4,4,46502,,Dentist Office,Health and Wellness,DENTIST OFFICE,1,43,-76,43.07,-76.14
31150001100000070170000000,43.07249116,-76.1374138,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000070170000000,43.0724841,-76.13737339,4,4,4,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000070170000000,43.07248135,-76.1373424,4,4,4,46502,,Dentist Office,Health and Wellness,DENTIST OFFICE,1,43,-76,43.07,-76.14
31150001100000070170000000,43.07249116,-76.1374138,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000070170000000,43.0724841,-76.13737339,4,4,4,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000070170000000,43.07248135,-76.1373424,4,4,4,46502,,Dentist Office,Health and Wellness,DENTIST OFFICE,1,43,-76,43.07,-76.14
31150001100000070170000000,43.07249116,-76.1374138,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000070170000000,43.0724841,-76.13737339,4,4,4,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000080180000000,43.07248246,-76.13833995,4,4,4,47200,,"Animal Shelter, Vet",Health and Wellness,"ANIMAL SHELTER, VET",1,43,-76,43.07,-76.14
31150001100000080200000000,43.07240399,-76.13888777,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07250406,-76.13889517,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07244426,-76.13876417,4,4,4,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07240399,-76.13888777,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07250406,-76.13889517,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07244426,-76.13876417,4,4,4,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07240399,-76.13888777,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07250406,-76.13889517,4,4,4,48401,,Vacant Bldg,Vacant Building,VACANT BLDG,1,43,-76,43.07,-76.14
31150001100000080200000000,43.07244426,-76.13876417,4,4,4,48200,,Apts In Multi Use Bldg,Mixed Use,APTS IN MULTI USE BLDG,1,43,-76,43.07,-76.14
31150001100000090150000000,43.07246886,-76.13934052,4,4,4,43102,,Used Car Only,Auto Commercial,USED CAR ONLY,1,43,-76,43.07,-76.14
31150001100000100340000000,43.07232419,-76.1402423,4,4,4,42500,,Bar,Alcohol Commercial,BAR,1,43,-76,43.07,-76.14
