objectid,ntm_stop_id,ntm_feed_id,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
84131,84131,66,9891,FinMalLM,Finger Lakes Mall,,42.931279,-76.611483,
83582,83582,66,17951,QuzFgrLM,Quiznos Fingerlakes Crossings,,42.926648,-76.609537,
83581,83581,66,17952,KohFgrLM,Kohl's Fingerlakes Crossings,,42.925324,-76.609247,
83118,83118,66,12451,AldClaNE,Aldi on Clark Street Rd,,42.929207,-76.606618,
83780,83780,66,17938,AldClaSX,Aldi on Clark Street Rd,,42.929181,-76.606532,
83580,83580,66,17953,CraJohSW,Crane Brook Dr & Johnson Dr,,42.928303,-76.603472,
83583,83583,66,17950,CraJohNE,Crane Brook Dr & Johnson Dr,,42.928384,-76.603399,
80435,80435,66,17949,GarCtrLM,Garvas Center,,42.928631,-76.601281,
83587,83587,66,17954,GarCtrSX,Garvas Center,,42.928515,-76.601231,
83121,83121,66,12452,ClaBeeSW,Clark Street Rd & Beech Tree Rd,,42.930549,-76.600219,
83119,83119,66,12450,ClaBeeNE,Clark Street Rd & Beech Tree Rd,,42.93064,-76.599961,
82219,82219,66,12359,EllCraNE,Ellis Dr & Crane Brook Dr,,42.925302,-76.597667,
83120,83120,66,12453,ClaMulSW,Clark Street Rd & Mullen Dr,,42.931067,-76.597499,
85580,85580,66,12369,SerEllNW,Ellis Dr & Crane Brook Dr,,42.925195,-76.597494,
82294,82294,66,12449,ClaMulNE,Clark Street Rd & Mullen Dr,,42.931148,-76.597229,
85150,85150,66,12095,Els326NW,Ellis Dr & State Hwy 326,,42.925379,-76.595573,
82427,82427,66,12370,Ell326SW,Ellis Dr & State Hwy 326,,42.925113,-76.594734,
80009,80009,66,12447,ClaBelNE,Clark St & Belmont Ave,,42.931666,-76.594398,
83116,83116,66,12455,ClaBelSE,Clark St & Belmont Ave,,42.93163,-76.594385,
83117,83117,66,12457,ClaWheSW,Clark St & Wheeler St,,42.932202,-76.591321,
82270,82270,66,12445,ClaWheNE,Clark St & Wheeler St,,42.932293,-76.591025,
82553,82553,66,7957,TopsLM,Tops of Auburn,,42.919556,-76.590974,
84772,84772,66,12115,GenLexSW,Genesee St & Lexington Ave,,42.92032,-76.589426,
80469,80469,66,9909,ClaAurSW,Clark St & Aurelius Ave,,42.932521,-76.589228,
85152,85152,66,12090,GenLexNE,Genesee St & Lexington Ave,,42.920473,-76.589181,
80464,80464,66,9905,AurClaNW,Aurelius Ave & Clark St,,42.932701,-76.589019,
80462,80462,66,9907,ClaAurNE,Clark St & Aurelius Ave,,42.932629,-76.588834,
85329,85329,66,7910,P&CLM,Auburn Towne Center Plaza,,42.922078,-76.588203,
80465,80465,66,9903,AubBoces,Auburn Boces on Allen St,,42.942155,-76.588056,
80014,80014,66,12441,ClaBroNE,Clark St & Brookfield Pl,,42.932248,-76.587366,
80231,80231,66,12460,AurWalSW,Aurelius Ave & Wall St,,42.934953,-76.586985,
80468,80468,66,9908,DivYorSE,N Division St & York St,,42.95213,-76.586787,
80467,80467,66,9901,YorDivNE,York St & N Division St,,42.952533,-76.586727,
80012,80012,66,12443,AurMyrNE,Aurelius Ave & Myrtle Ave,,42.935186,-76.586629,
81675,81675,66,12466,DivHisSE,N Division St & Hiser St,,42.949114,-76.586525,
80451,80451,66,12401,DivTecNW,N Division St & Technology Park Blv,,42.948398,-76.586522,
80228,80228,66,12465,DivTecSE,N Division St & Technology Park Blv,,42.948193,-76.586447,
79878,79878,66,12428,AllDivSW,Allen St & N Division St,,42.942375,-76.586184,
80670,80670,66,12425,DivAllNW,N Division St & Allen St,,42.942501,-76.586111,
79870,79870,66,12423,DivAllSE,N Division St & Allen St,,42.942268,-76.586036,
81077,81077,66,12429,DivCasNW,N Division St & Case Ave,,42.940317,-76.585878,
83798,83798,66,12430,DivPerNW,N Division St & Perrine Ave,,42.939476,-76.585813,
82272,82272,66,12440,ClaAubNE,Clark St & Auburn Ave,,42.931841,-76.585812,
80667,80667,66,12422,DivCasSE,N Division St & Case Ave,,42.940076,-76.585803,
79867,79867,66,12421,DivPerSE,N Division St & Perrine St,,42.93927,-76.58575,
83797,83797,66,12432,DivFraNW,N Division St & Frazee St,,42.937507,-76.58568,
79866,79866,66,12420,DivCotSE,N Division St & Cottage St,,42.937561,-76.585643,
81518,81518,66,12588,PerDivNE,Perrine St & N Division St,,42.939405,-76.585467,
80233,80233,66,12462,DivSeySE,N Division St & Seymour St,,42.936621,-76.585466,
84328,84328,66,12418,SeyDivNE,Seymour St & N Division St,,42.936738,-76.585356,
83796,83796,66,12434,DivAurNW,N Division St & Aurelius Ave,,42.936121,-76.585291,
83698,83698,66,12461,AurDivSE,Aurelius Ave & N Division St,,42.935942,-76.585278,
83666,83666,66,12597,ColUndNW,Columbus St & Underwood St,,42.929936,-76.5851,
82486,82486,66,12571,ColR20SE,Columbus St & US Hwy 20,,42.930652,-76.585092,
85871,85871,66,12603,ColWalNW,Columbus St & Wallace Ave,,42.928925,-76.585034,
82485,82485,66,12570,ColUndSE,Columbus St & Underwood St,,42.929623,-76.585,
85624,85624,66,12568,ColOrcSE,Columbus St & Orchard St,,42.928442,-76.584921,
85349,85349,66,12605,ColWriNW,Columbus St & Wright Ave,,42.926043,-76.58481,
85629,85629,66,12564,GenColNW,Genesee St & Columbus St,,42.922355,-76.584792,
83795,83795,66,12435,DivWalNW,N Division St & Wall St,,42.935003,-76.584756,
85631,85631,66,12566,ColWriSE,Columbus St & Wright Ave,,42.925757,-76.584723,
84774,84774,66,12118,GenDunSW,Genesee St & Dunning Ave,,42.922293,-76.584694,
83794,83794,66,12436,DivDewNW,N Division St & Dewey St,,42.933911,-76.584652,
83793,83793,66,12437,DivWesNW,N Division St & West St,,42.93307,-76.584574,
83799,83799,66,12439,DivClaNW,N Division St & Clark St,,42.931575,-76.584566,
85353,85353,66,12606,ColGenNW,Columbus St & Genesee St,,42.922571,-76.584547,
82013,82013,66,12086,ChaDunNE,Chapman Ave & Dunning Ave,,42.919627,-76.584089,
80260,80260,66,12079,ChaDunSE,Chapman Ave & Dunning Ave,,42.919574,-76.58404,
85868,85868,66,12608,GenWarSW,Genesee St & Warren Ave,,42.922923,-76.583231,
85625,85625,66,12561,GenHarNE,Genesee St & Hardenburg Ave,,42.923229,-76.582764,
82511,82511,66,12611,GenDelSW,Genesee St & Delevan St,,42.923724,-76.581781,
80463,80463,66,9904,CasSchLM,Casey School on Pulaski Street,,42.940721,-76.581777,
82105,82105,66,16328,PulPerNW,Pulaski St & Perrine St,,42.939692,-76.581735,
80662,80662,66,12587,PerPulNE,Perrine St & Pulaski St,,42.939648,-76.58139,
82727,82727,66,12558,GenPeaNE,Genesee St & Pearce Ave,,42.924056,-76.581265,
83266,83266,66,7950,MerRehLM,Mercy Rehab Center,,42.918641,-76.581202,
85553,85553,66,17939,250SeySX,250 Seymour St,250 SEYMOUR ST,42.937305,-76.58059,
85552,85552,66,17936,259SeyNX,259 Seymour St,259 SEYMOUR ST,42.937341,-76.580529,
85784,85784,66,12389,Broman3,Brogan Manor Stop 3,,42.946517,-76.580006,
85785,85785,66,12388,Broman2,Brogan Manor Stop 2,,42.94522,-76.579729,
84130,84130,66,9890,MercyLM,Mercy Apartments,THORNTON AVE & ARCH ST,42.918663,-76.579601,
81200,81200,66,12122,ThoCenSW,Thornton Ave & Center St,,42.917947,-76.579462,
84481,84481,66,12061,GarGenSW,Garrow St & Genesee St,,42.924938,-76.579459,
84524,84524,66,12135,GarGenSE,Garrow St & Genesee St,,42.924947,-76.57941,
84132,84132,66,9893,Mercy EX,Mercy Apartments Farside,,42.918673,-76.579379,
83813,83813,66,12074,ThoCenSE,Thornton Ave & Center St,,42.917026,-76.579322,
83060,83060,66,12123,ThoClyNW,Thornton Ave & Clymer St,,42.915773,-76.579292,
83817,83817,66,12073,ClyThoNE,Clymer St & Thornton Ave,,42.915675,-76.579131,
80466,80466,66,9900,BroManLM,Brogan Manor Auburn,,42.946726,-76.57896,
84349,84349,66,12414,PerWasSW,Perrine St & Washington St,,42.939835,-76.578545,
80448,80448,66,12408,WasUniNW,Washington St & Union St,,42.942135,-76.578519,
80036,80036,66,12059,GenPrkNE,Genesee St & Park Pl,,42.925639,-76.578501,
80449,80449,66,12409,WasPulNW,Washington St & Pulaski St,,42.941061,-76.578489,
83752,83752,66,12136,GenPrkSE,Genesee St & Park Pl,,42.925612,-76.578477,
83365,83365,66,12477,WasUniSE,Washington St & Union St,,42.94192,-76.578456,
83371,83371,66,12478,WasGraSE,Washington St & Grant St,,42.942771,-76.578448,
83600,83600,66,12410,WasPerNW,Washington St & Perrine St,,42.939978,-76.578422,
83366,83366,66,12476,WasPulSE,Washington St & Pulaski St,,42.940775,-76.578414,
83362,83362,66,12473,SeyWasSW,Seymour St & Washington St,,42.937561,-76.578411,
83601,83601,66,12415,WasCotNW,Washington St & Cottage St,,42.938815,-76.57838,
83367,83367,66,12475,WasPerSE,Washington St & Perrine St,,42.939737,-76.578347,
82959,82959,66,12474,WasCotSE,Washington St & Cottage St,,42.938564,-76.578317,
83603,83603,66,12416,WasSeyNW,Washington St & Seymour St,,42.937714,-76.578288,
83776,83776,66,17934,BroMan1,Brogan Manor Stop 1,,42.945286,-76.578288,
82484,82484,66,12579,WasSeySE,Washington St & Seymour St,,42.937419,-76.578225,
80682,80682,66,12585,PerWasNE,Perrine St & Washington St,,42.939889,-76.578151,
82488,82488,66,12577,WasVanSE,Washington St & Van Anden St,,42.935853,-76.57807,
82487,82487,66,12576,WasWalSE,Washington St & Wall St,,42.934904,-76.57793,
84482,84482,66,12062,GarArcNW,Garrow St & Arch St,,42.922177,-76.577696,
83364,83364,66,12470,YorStaSW,York St & State St,,42.949799,-76.577681,
84522,84522,66,12137,GenParSW,Genesee St & Parker St,,42.926115,-76.577555,
84523,84523,66,12134,GarFitSE,Garrow St & Fitch Ave,,42.921962,-76.577486,
82665,82665,66,12396,StaYorSE,State St & York St,,42.949701,-76.577483,
82490,82490,66,12575,WasBarSE,Washington St & Barber St,,42.933894,-76.577469,
82408,82408,66,12058,GenParNE,Genesee st & Parker St,,42.926277,-76.577347,
82489,82489,66,12574,WasTehSE,Washington St & Tehan Ave,,42.933062,-76.577059,
82666,82666,66,12395,MunStaSW,Munro St & State St,,42.948369,-76.576935,
83363,83363,66,12471,StaMunNW,State St & Munro St,,42.948503,-76.576911,
83775,83775,66,17935,25GrntNX,25 Grant St,25 GRANT ST,42.942999,-76.576613,
84516,84516,66,12138,GenJefSW,Genesee St & Jefferson St,,42.926637,-76.57656,
80035,80035,66,12057,GenJefNE,Genesee St & Jefferson St,,42.92679,-76.576351,
83633,83633,66,12063,GarChaNW,Garrow St & Chapman Ave,,42.920148,-76.576344,
85550,85550,66,17933,OlyOlyNE,Olympia ave & Olympia Ter,,42.945569,-76.576244,
81202,81202,66,12124,ClyGarSW,Clymer St & Garrow St,,42.915745,-76.576126,
84519,84519,66,12133,ChaGarNE,Chapman Ave & Garrow St,,42.92005,-76.576085,
80265,80265,66,12072,ClyGarNE,Clymer St & Garrow St,,42.91579,-76.575831,
80454,80454,66,12404,StaOlyNW,State St & Olympia Ave,STATE ST & OLYMPIA TER,42.945884,-76.575592,
85787,85787,66,12386,StaOlySE,State St & Olympia Ave,STATE ST & OLYMPIA TER,42.945553,-76.575332,
80962,80962,66,12140,GenWasSW,Genesee St & Washington St,,42.927447,-76.574814,
80034,80034,66,12055,GenWasNW,Genesee St & Washington St,,42.927501,-76.574802,
83370,83370,66,12479,GraStaSW,Grant St & State St,,42.943014,-76.57426,
81430,81430,66,12406,StaGraNW,State St & Grant St,,42.943211,-76.574224,
85786,85786,66,12385,StaGraSE,State St & Grant St,,42.94297,-76.574026,
81201,81201,66,12125,ClyOakSW,Clymer St & Oak St,,42.915813,-76.573897,
81377,81377,66,12480,StaUniNW,State St & Union St,,42.942317,-76.573702,
83818,83818,66,12071,ClyOakNE,Clymer St & Oak St,,42.915886,-76.573553,
82248,82248,66,18002,MurBldNX,Murphy Building Genesee St,GENESEE ST,42.928157,-76.573524,
82249,82249,66,18003,MurBldSX,Murphy Building Genesee St,GENESEE ST,42.928122,-76.573401,
79828,79828,66,12580,PulStaSW,Pulaski St & State St,,42.941021,-76.57308,
81378,81378,66,12481,StaPulNW,State St & Pulaski St,,42.941164,-76.573019,
85790,85790,66,12383,StaPulSE,State St & Pulaski St,,42.940959,-76.572846,
83190,83190,66,12592,Rt5McMNE,State Hwy 5 & McMaster St,,42.932787,-76.572708,
83189,83189,66,12591,PlsStaNE,Pulaski St & State St,,42.941102,-76.572686,
81375,81375,66,12482,StaPerNW,State St & Perrine St,,42.940154,-76.572435,
83634,83634,66,12064,ChaWorSW,Chapman Ave & Worden Pl,,42.920347,-76.572145,
81376,81376,66,12483,StaCotSW,State St & Cottage St,,42.938759,-76.57185,
84518,84518,66,12132,ChaWorNX,Chapman Ave & Worden Ave,,42.920464,-76.571788,
85788,85788,66,12381,StaCotSE,State St & Cottage St,,42.938724,-76.571775,
81381,81381,66,12484,StaSeyNW,State St & Seymour St,,42.937874,-76.571562,
80032,80032,66,12053,GenJamNW,Genesee St & James St,,42.929138,-76.571509,
80960,80960,66,12142,GenJamSW,Genesee St & James St,,42.92912,-76.571459,
85789,85789,66,12380,StaSeyNE,State St & Seymour St,,42.937722,-76.571426,
81382,81382,66,12485,StaVanNW,State St & Van Anden St,,42.937024,-76.57125,
82430,82430,66,12379,StaVanSE,State St & Van Anden St,,42.936783,-76.571101,
81203,81203,66,12127,ClyQuiSW,Clymer St & Quill Ave,,42.91608,-76.57109,
83986,83986,66,17917,QuiSfiSE,Quill Ave & Southfield Apartments,,42.918067,-76.570989,
83630,83630,66,12069,QuiClyNW,Quill Ave & Clymer St,,42.916241,-76.570968,
81379,81379,66,12486,StaWalNW,State St & Wall St,,42.936175,-76.570963,
83816,83816,66,9916,PulRocSW,Pulaski St & Rock Ave,,42.941125,-76.570887,
80654,80654,66,12582,RocPerNW,Rock Ave & Perrine St,,42.940221,-76.570735,
82058,82058,66,18020,GARAUB,Centro Garage Cayuga,,42.943265,-76.5707,
85754,85754,66,9912,PulRocNX,Pulaski St & Rock Ave,,42.941179,-76.57058,
82429,82429,66,12376,StaGarSE,State St & Garden St,,42.934538,-76.570302,
83987,83987,66,17916,OakCrkW2,Oak Creek Town Homes Rental Office,,42.918203,-76.570287,
80959,80959,66,12143,GenCouSW,Genesee St & Court St,,42.930047,-76.569554,
79900,79900,66,7949,ChaQuiSW,Chapman Ave & Quill Ave,,42.920515,-76.569411,
82561,82561,66,7958,QuiChaSE,Quill Ave & Chapman Ave,,42.920488,-76.569165,
80033,80033,66,12052,GenGreNE,Genesee St & Green Street,,42.930415,-76.568965,
84465,84465,66,12492,StaDilNW,State St & Dill St,,42.932018,-76.568615,
85465,85465,66,16889,GenWilSW,Genesee St & William St,,42.930559,-76.568571,
82428,82428,66,12372,DilStaSW,Dill St & State St,,42.931884,-76.568565,
83988,83988,66,17915,OakCrkW1,Oak Creek Town Homes Bldg O,,42.919219,-76.56837,
80443,80443,66,17918,OakCrkE1,Oak Creek Town Homes Bldg O,,42.919175,-76.568247,
80941,80941,66,17472,R34HigNW,State Route 34 & Highbridge Rd,,43.006157,-76.567332,
85315,85315,66,17437,R34TanSE,State Route 34 & Tanner Rd,,43.015217,-76.567263,
80940,80940,66,17471,R34BalNW,State Route 34 & Ball Rd,,43.015476,-76.56724,
80485,80485,66,17436,R34HigEX,State Route 34 & Highbridge Rd,,43.005978,-76.567208,
82605,82605,66,12294,NorStaSE,North St & Standart Ave,,42.945556,-76.567076,
81519,81519,66,12583,PerNorSW,Perrine St & North St,,42.940177,-76.567026,
83772,83772,66,17930,NorGarWX,Garvas Center,,42.943694,-76.566993,
82034,82034,66,12331,StaNorNE,Standart Ave & North St,,42.945691,-76.566953,
80652,80652,66,17929,NorGarEX,Garvas Center,,42.943712,-76.566944,
82103,82103,66,16321,ComCenAu,Common Center Auburn,,42.930233,-76.566808,
83938,83938,66,12292,ParNorNE,Park Ave & North St,,42.942397,-76.566753,
80827,80827,66,12282,NorLanSE,North St & Lansing St,,42.940661,-76.566733,
85375,85375,66,12346,NorCotNW,North St & Cottage St,,42.939238,-76.566689,
85373,85373,66,12343,LanNorNE,Lansing St & North St,,42.940768,-76.566635,
85374,85374,66,12347,NorSeyNW,North St & Seymour St,,42.937904,-76.566609,
83279,83279,66,12279,NorNorSE,North St & North Park,,42.939095,-76.566602,
82035,82035,66,12333,ParNorSE,Park Ave & North St,,42.942362,-76.566593,
82601,82601,66,12278,NorSeySE,North St & Seymour St,,42.937734,-76.566522,
80942,80942,66,17473,R34SitNW,State Route 34 & Sitzer Rd,,43.002874,-76.566429,
85370,85370,66,12349,NorChaNW,North St & Chapel St,,42.935533,-76.566401,
85461,85461,66,16887,ArtNorSW,Arterial St & North St,,42.933483,-76.566392,
83285,83285,66,12274,NorSemSE,North St & Seminary St,,42.935291,-76.566351,
80484,80484,66,17435,R34SitEX,State Route 34 & Sitzer Rd,,43.002767,-76.56633,
79903,79903,66,16919,SouOldNW,South St & Old State Rd 2,S STREET RD & OLD STATE RD,42.896955,-76.566297,
85636,85636,66,16533,SilSouSW,Silver St & South St Rd,OLD STATE RD & S STREET RD,42.896714,-76.566234,
80939,80939,66,17470,R34BenNW,State Route 34 & Bentley School Rd,,43.026052,-76.566068,
80493,80493,66,17438,R34BenEX,State Route 34 & Bentley School Rd,,43.02581,-76.566017,
82084,82084,66,16548,SouLinSE,South St & Lincoln St,,42.93053,-76.566008,
82803,82803,66,16920,SilSanNW,Silver St & Sand Beach Rd,,42.895882,-76.565947,
82089,82089,66,16547,SouGroSE,South St & Grover St,,42.929572,-76.565942,
79902,79902,66,16918,SouOldNW,South St & Old State Rd,,42.900339,-76.565918,
84469,84469,66,12499,SouWilNW,South St & William St,,42.92814,-76.565874,
85635,85635,66,16532,SanSilNE,Sand Beach Rd & Silver St,,42.8959,-76.565787,
82091,82091,66,16545,SouLogSE,South St & Logan St,,42.927505,-76.565773,
85433,85433,66,12501,SouCheNW,South St & Chedell Pl,,42.92601,-76.565704,
82092,82092,66,16544,SouEliSE,South St & Elizabeth St,,42.925796,-76.565642,
81941,81941,66,16542,SouHamSE,South St & Hamilton Ave,,42.923961,-76.56551,
85436,85436,66,12504,SouFitNW,S Street Rd & Fitch Ave,,42.922646,-76.565455,
80651,80651,66,17928,AubHospS,Auburn Community Hospital,,42.940744,-76.565403,
82087,82087,66,16541,SouFitEX,South St & Fitch Ave,,42.922458,-76.565392,
85435,85435,66,12505,SouChaNW,S Street Rd & Chapman Ave,,42.920927,-76.565324,
81949,81949,66,16540,SouChaEX,South St & Chapman Ave,,42.920766,-76.565261,
85642,85642,66,16538,SouRicSE,South St & Richardson Ave,,42.91886,-76.565142,
85438,85438,66,12508,SouClyNW,S Street Rd & Clymer St,,42.916453,-76.565032,
85639,85639,66,16537,SouMetSE,South St & Metcalf Dr,,42.916292,-76.56497,
83284,83284,66,12275,SemSchSX,Seminary St & Entrance to Schwartz Towers,,42.935402,-76.564922,
79905,79905,66,16915,SouTabNW,South St & Taber Dr,,42.913508,-76.564809,
82619,82619,66,12276,SchwarLM,Schwartz Towers,,42.936423,-76.564754,
84300,84300,66,12152,GenLooSW,E Genesee St & Loop Rd,,42.932476,-76.564662,
85641,85641,66,16535,SouDanSE,South St & Danforth Ave,,42.911316,-76.564639,
82101,82101,66,16325,LooEgeSE,Loop Rd & E Genesee St,,42.93253,-76.564502,
85551,85551,66,17932,AubHospN,Auburn Community Hospital,,42.940819,-76.564331,
79906,79906,66,16917,SouWilNW,South St & Willis Dr,,42.905043,-76.564253,
85640,85640,66,16534,SouWilEX,South St Rd & Willis Dr,,42.904908,-76.564203,
82102,82102,66,16323,LinSchSW,Lincoln St & School St,,42.930821,-76.564063,
83771,83771,66,17931,ParFinSX,Finger Lakes Center For Living,,42.942493,-76.563994,
84049,84049,66,17463,SenLinNW,Seneca St & Lincoln St,,43.046308,-76.563632,
84050,84050,66,17461,SenLibWX,Seneca St & Liberty St,,43.047239,-76.563624,
81408,81408,66,16346,ArtSemSW,Arterial St & Seminary Ave,,42.934295,-76.563574,
83837,83837,66,17446,SenVanSE,Seneca St & Van Buren St,,43.045959,-76.563568,
84048,84048,66,17465,SenHamNW,Seneca St & Hamilton St,,43.044795,-76.563563,
83838,83838,66,17448,SenLibSE,Seneca St & Liberty St,,43.047123,-76.563561,
85970,85970,66,17444,SenBelSE,Seneca St & Bell St,,43.044536,-76.563488,
83834,83834,66,17442,SenJefSE,Seneca ST & Jefferson St,,43.042584,-76.563355,
80650,80650,66,17925,StrHomNX,Stryker Homes,,42.931584,-76.563328,
84047,84047,66,17467,SenRudWX,Seneca St & Rude St,,43.041179,-76.563287,
83984,83984,66,17919,StrHomSX,Stryker Homes,,42.931611,-76.563279,
83833,83833,66,17441,R34RudSE,State Route 34 & Rude St,,43.040955,-76.563188,
84046,84046,66,17468,8708R34W,8708 State Route 34,,43.038001,-76.563125,
83647,83647,66,17429,SenBruSE,Seneca St & Brutus St,,43.048655,-76.563124,
84296,84296,66,12154,GenSemSW,E Genesee St & Seminary Ave,,42.933124,-76.563051,
85968,85968,66,7925,SenBruNE,Seneca St & Brutus St,E BRUTUS ST & S SENECA ST,43.048923,-76.563051,
84045,84045,66,17469,R34DowWX,State Route 34 & Downs Rd,,43.036068,-76.562881,
80374,80374,66,12240,GenSemNE,E Genesee St & Seminary Ave,,42.933187,-76.562855,
85372,85372,66,12341,LanNelNW,Lansing St & Nelson St,,42.940876,-76.562828,
80494,80494,66,17439,R34DowSE,State Route 34 & Downs Rd,,43.035782,-76.562757,
80823,80823,66,12284,LanNelSW,Lansing St & Nelson St,,42.940823,-76.562717,
80943,80943,66,17474,R34ManNW,State Route 34 & Manrow Rd,,42.995578,-76.562708,
80483,80483,66,17434,R34ManEX,State Route 34 & Manrow Rd,,42.995444,-76.562634,
82802,82802,66,16921,SanForSW,Sand Beach Rd & Forest Hill Dr,,42.896741,-76.562343,
85171,85171,66,12327,StaDevNE,Standart Ave & Devon Ave,,42.945684,-76.562111,
85638,85638,66,16531,SanSgtNE,Sand Beach Rd & Southgate Dr,,42.896858,-76.56211,
81623,81623,66,16580,SenFraSE,Seneca St & Franklin St,,43.050439,-76.561935,
84992,84992,66,16594,SenFraWX,Seneca St & Franklin St,,43.050574,-76.561899,
81407,81407,66,16347,ArtJohSW,Arterial St & John St,,42.934711,-76.561728,
80944,80944,66,17475,R34TpkNW,State Route 34 & Turnpike Rd,,42.979531,-76.561476,
80824,80824,66,12285,LanHolSW,Lansing St & Holley St,,42.940862,-76.56135,
84297,84297,66,12155,GenOwaSW,E Genesee St & Owasco St,,42.933191,-76.561327,
80490,80490,66,17433,TpkR34NE,Turnpike Rd & State Route 34,,42.979406,-76.561278,
85464,85464,66,16888,JohGenNW,John St & Genesee St,,42.933388,-76.561254,
82816,82816,66,12239,GenJohNE,E Genesee St & John St,,42.933245,-76.561081,
85651,85651,66,16582,SenCotSE,Seneca St & Cottage Park,,43.051731,-76.560929,
84991,84991,66,16592,SenCotNW,Seneca St & Cottage Park,,43.051847,-76.56088,
84919,84919,66,12300,StaFulSW,Standart Ave & N Fulton St,,42.945536,-76.560397,
82243,82243,66,18005,ParFulNW,Park Ave & N Fulton St,PARK AVE & PEACOCK ST,42.942663,-76.560347,
82033,82033,66,12336,ParFulSW,Park Ave & N Fulton St,,42.942592,-76.560211,
83731,83731,66,16439,OwaMilNW,Owasco St & Miller St,,42.931949,-76.560163,
85172,85172,66,12325,StaFulNE,Standart Ave & N Fulton St,,42.945573,-76.560114,
80825,80825,66,12286,LanFulSW,Lansing St & N Fulton St,,42.940892,-76.560068,
80830,80830,66,12288,FulButSE,N Fulton St & Button St,,42.941912,-76.559974,
82032,82032,66,12339,FulLanNW,N Fulton St & Lansing St,,42.941044,-76.55997,
81621,81621,66,16583,SenCenSE,Seneca St & Centennial St,,43.052942,-76.559935,
84990,84990,66,16591,SenCenWX,Seneca St & Centennial St,,43.053058,-76.559899,
84367,84367,66,16348,ArtFulSW,Arterial St & N Fulton St,,42.935406,-76.559624,
84298,84298,66,12156,GenFulSW,E Genesee St & Fulton St,,42.933277,-76.559073,
85437,85437,66,12509,MetMarSW,Metcalf Dr & Mary St,,42.91653,-76.558948,
82720,82720,66,12551,FulGenSE,S Fulton St & E Genesee St,,42.933152,-76.558875,
82817,82817,66,12238,GenFulNE,E Genesee St & N Fulton St,,42.933331,-76.558851,
80489,80489,66,17432,TpkNesNW,Turnpike Rd & Nesbit Ln,,42.981767,-76.558589,
80945,80945,66,17476,TpkNesEX,Turnpike Rd & Nesbit Ln,,42.981624,-76.558576,
84989,84989,66,16590,R34MalNW,State Rte 34 & Malt St,,43.054951,-76.558365,
81620,81620,66,16584,SenMalEX,Seneca St & Malt St,,43.054834,-76.558352,
80829,80829,66,16441,OwaMllNW,Owasco St & Mill St,,42.930199,-76.558295,
85919,85919,66,12550,OwaFulSE,Owasco St & S Fulton St,,42.929655,-76.557615,
84917,84917,66,12304,StaLewSW,Standart Ave & Lewis St,,42.945373,-76.557575,
79558,79558,66,16703,R31R34NE,State Rte 31 & State Rte 34,,43.055687,-76.557405,
80828,80828,66,16442,OwaBraNW,Owasco St & Bradford St,,42.929351,-76.557355,
85170,85170,66,12321,StaLewNE,Standart Ave & N Lewis St,,42.945419,-76.557255,
82811,82811,66,12234,LewFraSW,Lewis St & Franklin St,,42.936468,-76.556956,
80730,80730,66,12160,LewFraSE,Lewis St & Franklin St,,42.936504,-76.556894,
82810,82810,66,12235,LewLawNW,Lewis St & Lawton Ave,,42.934902,-76.556801,
84295,84295,66,12159,LewLawSE,Lewis St & Lawton Ave,,42.934723,-76.556702,
82812,82812,66,12236,LewGenNW,Lewis St & Genesee St,,42.933515,-76.556696,
84294,84294,66,12158,LewGenNE,S Lewis St & E Genesee St,,42.933497,-76.556659,
84512,84512,66,16801,EgeLewNE,E Genesee St & Lewis St,,42.933417,-76.556573,
85844,85844,66,12546,OwaFraSE,Owasco St & Frances St,,42.928423,-76.556279,
79553,79553,66,16704,GenCheSW,E Genesee St & Chestnut St,,42.933382,-76.556104,
82277,82277,66,12510,MetKeaSW,Metcalf Dr & Kearney Ave,,42.916653,-76.556005,
81411,81411,66,16349,GraSeySE,Grant Ave & Seymour St,,42.938001,-76.555989,
80596,80596,66,16427,GraSeyNW,Grant Ave & Seymour St,,42.938127,-76.555941,
79975,79975,66,14459,FraCapSW,Franklin St & Capitol St,,42.937008,-76.555911,
82242,82242,66,18004,ByrDaiLM,Byrne Dairy on Franklin St,FRANKLIN ST & CAPITOL ST,42.937097,-76.555862,
80832,80832,66,16444,OwaLizNW,Owasco St & Lizette St,,42.928084,-76.555773,
80803,80803,66,16621,R31JacSW,State Rte 31 & Jackson St,,43.055655,-76.555764,
79559,79559,66,16702,R31JacNX,State Rte 31 & Jackson St,,43.05571,-76.555529,
81792,81792,66,12310,MurAusSE,Murray St & Austin Dr,,42.950185,-76.555243,
84920,84920,66,12308,MurMcISE,Murray St & McIntosh Dr,,42.947921,-76.554962,
82012,82012,66,16799,EgeGayNX,E Genesee St & Gaylord St,,42.933474,-76.55491,
81789,81789,66,12317,McIMurNE,McIntosh Dr & Murray St,,42.948074,-76.554802,
80595,80595,66,16426,GraKetNW,Grant Ave & Ketchell St,,42.93983,-76.554568,
82220,82220,66,12355,NorBroLM,North Brook Court Apts,,42.950482,-76.554554,
80320,80320,66,12162,FraFooSW,Franklin St & Foote St,,42.937611,-76.554226,
82815,82815,66,12232,FraFooNW,Franklin St & Foote St,,42.937683,-76.554201,
79702,79702,66,16709,GenHowSW,E Genesee St & Howard St,,42.933458,-76.554158,
