objectid,ntm_stop_i,ntm_feed_i,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
82223,82223,66,9041,Osg6stNW,Oswego Rd & 6th St,,43.10981200000,-76.21073800000
79737,79737,66,697,WgeMalSW,W.Genesee St & Maple Rd,,43.04705200000,-76.21061000000
81219,81219,66,8940,Osg6stSW,Oswego Rd & 6th St,,43.10960600000,-76.21060200000
84889,84889,66,17506,BluNecNE,Blueberry Rd & Nectarine Ln,,43.14039700000,-76.21043700000
84953,84953,66,14681,GraOrmSW,Grand Ave & Ormsby Dr,,43.03156500000,-76.21043300000
82450,82450,66,702,WgeWinNE,W.Genesee St & Wilshire Rd,,43.04710600000,-76.21033900000
85791,85791,66,17844,GrpGlnNW,Grampian Rd & GlennLynn Ct,,43.12968900000,-76.21033200000
83159,83159,66,14679,BilLddLM,Bishop Ludden Apartments,,43.03393700000,-76.21030900000
83193,83193,66,8519,WooBarNE,Woods Rd & Barclay St,,43.05799200000,-76.21029600000
81529,81529,66,17515,BluManSW,Blueberry Rd & Mango Ln,,43.14052300000,-76.21022700000
83711,83711,66,10905,GraOrmNE,Grand Ave & Ormsby Dr,,43.03161800000,-76.21015000000
82222,82222,66,9042,Osg5stNW,Oswego Rd & 5th St,,43.10832600000,-76.20999700000
83670,83670,66,8930,Osg5stSE,Oswego Rd & 5th St,,43.10799400000,-76.20978700000
85709,85709,66,8758,GrpGctSW,Grampian Rd & Gerviston Ct,,43.12981400000,-76.20959000000
79588,79588,66,17824,WvlChuLM,Westvale Church,,43.04711500000,-76.20943800000
81412,81412,66,7840,BilAptLM,Bishop Ludden Apts,,43.03391000000,-76.20938300000
85305,85305,66,10908,BspLudSX,Fay Rd & Bishop Ludden Entrance,,43.03461700000,-76.20930900000
82221,82221,66,9043,Osg4stNW,Oswego Rd & 4th St,,43.10683900000,-76.20925700000
80523,80523,66,8929,Osg4stSE,Oswego Rd & 4th St,,43.10655300000,-76.20906000000
83021,83021,66,9187,BelWnkN2,Bellevue Ave & Winkworth Apts Office,,43.02580800000,-76.20851200000
85609,85609,66,17862,GrpCavNW,Grampian & Calvary Chapel,,43.13095100000,-76.20835400000
82654,82654,66,989,FarWmaSX,Fay Rd & W.Manchester Rd,,43.03543100000,-76.20829700000
79738,79738,66,694,WgeManSE,W.Genesee St & Manchester Rd,,43.04715900000,-76.20829000000
85489,85489,66,693,WgeManNX,W.Genesee St & Manchester Rd,,43.04721300000,-76.20825300000
85710,85710,66,8759,GrpTutSW,Grampion rd & Tudor Townhouses,,43.13098600000,-76.20803300000
84582,84582,66,7682,LuLv,Bishop Ludden Leave,,43.03496600000,-76.20797600000
84583,84583,66,7681,LuAr,Bishop Ludden Arrive,,43.03495700000,-76.20797600000
81225,81225,66,1993,PlaAvoSE,Plantation Blvd & Avon Pky,,43.12663500000,-76.20794900000
83954,83954,66,4582,MioNocSW,Milton Ave & N.Orchard Rd,,43.06179600000,-76.20781300000
81227,81227,66,1995,AvoPlaNE,Avon Dr & Plantation Blvd,,43.12679600000,-76.20773900000
80980,80980,66,8532,WooNocSW,Woods Rd & N Orchard Rd,,43.05807200000,-76.20767900000
85414,85414,66,17840,OswTulSE,Oswego St & Tulip St,,43.10412600000,-76.20759100000
80514,80514,66,8927,OsgTulNE,Oswego Rd & Tulip St,,43.10422400000,-76.20756600000
79964,79964,66,4575,MioNocNX,Milton Ave & N.Orchard Rd,,43.06176900000,-76.20755400000
83192,83192,66,8518,WooNocNE,Woods Rd & N Orchard Rd,,43.05812600000,-76.20745700000
85300,85300,66,8796,GrpMorNW,Grampian Rd & Morgan Rd,GRAMPIAN RD & GRAMPIAN RD,43.13110200000,-76.20702000000
82359,82359,66,8232,FarRnnSX,Fay Rd & Ronnell Dr,,43.03637100000,-76.20697600000
83020,83020,66,9186,BelWnkNX,Bellevue Ave & Winkworth Apt,,43.02659500000,-76.20688300000
82548,82548,66,11700,Vin1stNW,Vine St & 1st St,,43.10190500000,-76.20685100000
83508,83508,66,4894,FarRnnNE,Fay Rd & Ronnell Dr,,43.03654100000,-76.20684000000
85612,85612,66,17867,StcLudSX,Road to St Camillus & Bishop Ludden,,43.03557400000,-76.20670500000
81810,81810,66,10225,GrpMorSW,Grampian Rd & Morgan Rd,,43.13103100000,-76.20668600000
82849,82849,66,8764,MorBpa,Morgan Road @ Buckley Park Apts,,43.14033400000,-76.20665600000
81108,81108,66,8791,MogBpaWX,Morgan Rd & Buckley Park Apts,,43.13928600000,-76.20660700000
85297,85297,66,8792,7591Morg,7591 Morgan Rd,,43.13786200000,-76.20649700000
82852,82852,66,8762,7600Morg,7600 Morgan Rd,,43.13712800000,-76.20637400000
85298,85298,66,8793,7555Morg,7555 Morgan Rd,,43.13522100000,-76.20627600000
82306,82306,66,4571,MioHalSW,Milton Ave & Hall Ave,,43.06137500000,-76.20625800000
85092,85092,66,8814,OsgVinNW,Oswego St & Vine St,,43.10336400000,-76.20624500000
80842,80842,66,2019,VieOswSE,Vine St & Oswego St,,43.10319400000,-76.20615900000
81724,81724,66,8794,MorWmpNW,Morgan Rd & Westminster Place,,43.13273200000,-76.20608000000
84319,84319,66,1987,MorGrpNW,Morgan Rd & Grampian Rd,,43.13125400000,-76.20606800000
82851,82851,66,8761,MorWmpEX,Morgan Rd & Westminster Place,,43.13260600000,-76.20601800000
80810,80810,66,10936,FayNorSW,Fay Rd & Norma Rd,,43.03701500000,-76.20600100000
82496,82496,66,2014,VieOswNW,Vine St & Oswego St,,43.10349000000,-76.20597400000
85128,85128,66,4569,MioHalNX,Milton Ave & Hall Ave,,43.06134800000,-76.20596200000
81599,81599,66,11007,BelWinSW,Bellevue Ave & Winkworth Pky,,43.02701600000,-76.20595800000
83754,83754,66,2022,OswVieNE,Oswego St & Vine St,,43.10332800000,-76.20593700000
83528,83528,66,17096,AvnMorSW,Avon Pkwy & Morgan Rd,,43.12663400000,-76.20591000000
84951,84951,66,14682,GraHilSW,Grand Ave & Hillcrest Rd,,43.03170600000,-76.20586900000
80129,80129,66,4888,FarNmrNE,Fay Rd & Norma Rd,,43.03716700000,-76.20582800000
79622,79622,66,10882,WinBelSE,Winkworth Pky & Bellevue Ave,,43.02702400000,-76.20577300000
83712,83712,66,10904,GraHilNE,Grand Ave & Hillcrest Rd,,43.03176000000,-76.20558500000
80839,80839,66,8534,WooSumSX,Woods Rd & Summit Ave,,43.05816100000,-76.20558100000
85702,85702,66,8802,7301Morg,7301 Morgan Rd,,43.12278400000,-76.20538200000
81888,81888,66,7804,OswCypNW,Oswego St & Cypress St,OSWEGO ST & 2ND ST,43.10281800000,-76.20535700000
84400,84400,66,8754,7320Morg,7320 Morgan Rd,,43.12242600000,-76.20532000000
84409,84409,66,8753,7300Morg,7300 Morgan Rd,,43.12086800000,-76.20521000000
83667,83667,66,8743,VinHzlSW,Vine St & Hazel St,,43.10420600000,-76.20519500000
85703,85703,66,8803,MorMppWX,Morgan Rd & Morgan Place,,43.11942600000,-76.20514900000
85347,85347,66,11692,1stCypNE,1st St. & Cypress St.,,43.10152000000,-76.20514700000
83184,83184,66,8516,WooSumNE,Woods Rd & Summit Ave,,43.05808900000,-76.20510000000
84408,84408,66,8752,MorMrpSE,Morgan Road & Morgan Place,,43.11929200000,-76.20510000000
82547,82547,66,11707,FirCypSW,1st St & Cypress St,,43.10147500000,-76.20509800000
85699,85699,66,8804,MorLvbNW,Morgan Rd & Liverpool Bypass,LIVERPOOL BYPASS PL & MORGAN RD,43.11739400000,-76.20503900000
82580,82580,66,8813,VinHzlNW,Vine St & Hazel St,,43.10442900000,-76.20503500000
82256,82256,66,17851,MorCwnNE,Morgan Rd & Crown Rd,,43.11743900000,-76.20500200000
80130,80130,66,4889,WikKntSW,Winkworth Pky&Knoll Top Ter,,43.02467000000,-76.20488600000
84407,84407,66,8750,CmeMorNE,Commerce Blvd & Morgan Rd,,43.11537000000,-76.20485500000
85608,85608,66,17863,ComMorSE,Commerce Blvd & Morgan Rd,,43.11530800000,-76.20469400000
80135,80135,66,4886,WikKntNE,Winkworth Pky & Knoll Top Ter,,43.02458900000,-76.20462700000
82953,82953,66,8535,WooLmnSX,Woods Rd & Lamont Ave,,43.05776700000,-76.20453200000
80222,80222,66,10223,OswCypNE,Oswego St & Cypress St,,43.10250400000,-76.20441800000
80675,80675,66,8688,WgeOrcSW,W. Genesee & S Orchard Rd,,43.04705900000,-76.20430400000
83026,83026,66,9188,OnbSanSX,Onondaga Blvd & St Anne's,,43.02802700000,-76.20430400000
85111,85111,66,8744,VinAspSW,Vine St & Aspen St,,43.10511000000,-76.20426800000
85203,85203,66,8676,WgeOrcNW,W. Genesee & Orchard Rd.,,43.04708600000,-76.20424300000
85094,85094,66,8810,VinAspNW,Vine St & Aspen St.,,43.10533300000,-76.20410800000
82186,82186,66,8515,WooLmnNE,Woods Rd & Lamont Ave,,43.05758700000,-76.20403900000
80638,80638,66,4565,MioLaoSW,Milton Ave & Lamont Ave,,43.06077400000,-76.20396300000
85124,85124,66,4561,MioLaoNX,Milton Ave & Lamont Ave,,43.06075600000,-76.20380200000
84952,84952,66,14683,GraWesSW,Grand Ave & Westhill Transport Ctr,,43.03179500000,-76.20362300000
84172,84172,66,4879,FarOrcNE,Fay Rd & Orchard Rd S,,43.03868000000,-76.20356900000
83716,83716,66,10903,GraWesNE,Grand Ave & Westhill HS Ent Dr N,,43.03184900000,-76.20337600000
85107,85107,66,8745,Vin4stSW,Vine St & 4th Street,,43.10609400000,-76.20323000000
84168,84168,66,4876,FarCnfSW,Fay Rd & Canfield Dr,,43.03881400000,-76.20322400000
85093,85093,66,8811,Vin4stNW,Vine St & 4th St,,43.10626400000,-76.20309400000
80131,80131,66,4880,WikRiaSX,Winkworth Pky & Richard Rd,,43.02399800000,-76.20291300000
81735,81735,66,7569,MioFeeNX,Milton Ave & Freeman Ave,,43.06053200000,-76.20286400000
80843,80843,66,8536,WooFeeSX,Woods Rd & Freeman Ave,,43.05667400000,-76.20280500000
84167,84167,66,4877,WikRiaNE,Winkworth Pky & Richard Rd,,43.02400700000,-76.20266600000
81777,81777,66,17797,BOCESLvp,OCM BOCES Liverpool Campus,,43.11614000000,-76.20258200000
79743,79743,66,14472,WooFreNE,Woods Rd & Freeman Ave,,43.05657500000,-76.20254600000
84346,84346,66,4249,OnaMcdNE,Onondaga Rd & McDonald Rd,,43.01228800000,-76.20246400000
83802,83802,66,7720,StCamLM,St Camillus,,43.03475800000,-76.20243700000
85129,85129,66,8740,OsgOlpNE,Oswego St. & Onondaga Lake Pkwy,,43.10143800000,-76.20241800000
84954,84954,66,1001,FarEcySW,Fay Rd & E.Corey Rd,,43.03923400000,-76.20233500000
85615,85615,66,17864,301ComSX,301 Commerce Blvd,301 COMMERCE BLVD,43.11378500000,-76.20229900000
80477,80477,66,4048,BeuBepSW,Bellevue Ave & Bellevue Ave Ext Pl,,43.02843800000,-76.20209500000
81996,81996,66,4554,MioCaqSW,Milton Ave & Caroline Ave,,43.06023700000,-76.20192700000
81997,81997,66,4553,MioCaqNX,Milton Ave & Caroline Ave,,43.06022800000,-76.20168000000
80115,80115,66,689,WgePihNE,W.Genesee St & Pine Hill Rd,,43.04716600000,-76.20167600000
80813,80813,66,10931,FayWesNE,Fay Rd & Westmont Rd,,43.03964600000,-76.20166900000
82210,82210,66,10001,OCCAcad1,OCC Academic 1,,43.00659500000,-76.20166600000
83530,83530,66,17098,VinCbrSW,Vine St & Covered Bridge,,43.10737400000,-76.20158700000
82578,82578,66,8816,OliRrsSX,Old Liverpool Rd & Railroad St,,43.10123200000,-76.20155400000
83027,83027,66,9189,OnbWsrSX,Onondaga Blvd & Westhill High,,43.02913600000,-76.20154000000
83529,83529,66,17097,VinCbrNX,Vine St & Covered Bridge,,43.10746300000,-76.20152500000
82185,82185,66,8514,WooCaqNE,Woods Rd & Caroline Ave,,43.05599300000,-76.20134900000
84170,84170,66,4873,WikBrvSW,Winkworth Pky&Broadview Dr,,43.02414000000,-76.20113600000
84171,84171,66,4872,WikBrvNE,Winkworth Pky & Broadview Dr,,43.02428300000,-76.20098800000
81999,81999,66,4551,MioChaSW,Milton Ave & Charles Ave,,43.05992300000,-76.20076700000
80121,80121,66,684,WgeRobSW,W.Genesee St & Robertson Ter,,43.04717400000,-76.20067600000
81998,81998,66,4550,MioChaNX,Milton Ave & Charles Ave,,43.05991400000,-76.20059400000
85705,85705,66,8809,Vin6stNE,Vine St & 6th St,,43.10816100000,-76.20052400000
82255,82255,66,17850,250CmeNX,250Commerece Blvd,250 COMMERCE BLVD,43.11254000000,-76.20052100000
80849,80849,66,8537,WooChaSW,Woods Rd & Charles Ave,,43.05599300000,-76.20044800000
80866,80866,66,10937,FayKnaSW,Fay Rd & Knapp Rd,,43.04047800000,-76.20042200000
82292,82292,66,12634,OCCMaiNX,OCC Maintenance Bldg,,43.00313000000,-76.20037300000
83650,83650,66,17424,OliPeaNE,Old Liverpool Rd & Pearl St,,43.10091800000,-76.20031900000
80815,80815,66,10933,FayKnaNE,Fay Rd & Knapp Rd,,43.04065700000,-76.20028600000
82188,82188,66,8513,ChmChaNE,Chemung St & Charles Ave,,43.05605500000,-76.20016400000
80809,80809,66,10938,FayCheSW,Fay Rd & Chester Rd,,43.04089800000,-76.19991600000
80814,80814,66,10932,FayCheNE,Fay Rd & Chester Rd,,43.04105100000,-76.19980400000
80459,80459,66,3933,OnbAleSW,Onondaga Blvd & Alexander Dr,,43.02985100000,-76.19978800000
84948,84948,66,7782,ExcellLM,Excell Building,,43.01053300000,-76.19977600000
83507,83507,66,4896,BeuAlxSW,Bellevue Ave & Alexander Dr,,43.02816800000,-76.19973900000
80458,80458,66,3935,OnbAleNE,Onondaga Blvd & Alexander Dr,,43.02998500000,-76.19956500000
85213,85213,66,4548,MioAveSW,Milton Ave & Avery Ave,,43.05955500000,-76.19940900000
82586,82586,66,8818,OliTgdSX,Old Liverpool Rd & Town Garden Dr,,43.10017500000,-76.19939300000
82856,82856,66,680,WgeFarSW,W.Genesee St & Fay Rd,,43.04728100000,-76.19924500000
79992,79992,66,8738,OliTgdNE,Old Liverpool Rd & Town Garden Dr,,43.10007600000,-76.19920800000
81445,81445,66,4954,FarSasNW,Fay Rd & Salisbury Rd,,43.04188300000,-76.19915000000
85256,85256,66,4955,FarSasSE,Fay Rd & Salisbury Rd,,43.04175800000,-76.19915000000
85345,85345,66,4547,MioAveNX,Milton Ave & Avery Ave,,43.05953700000,-76.19915000000
82094,82094,66,12651,McDWesSW,McDonald Rd & Westbrook Hills Dr,,43.01455200000,-76.19912000000
83649,83649,66,8747,Vin7stSW,Vine St & 7th St,,43.10910100000,-76.19905400000
80111,80111,66,11246,AveWarNW,Avery Ave & Warner Ct,,43.05845400000,-76.19905200000
80123,80123,66,682,WgeFarNX,W.Genesee St & Fay Rd,,43.04737100000,-76.19903500000
83276,83276,66,16963,FayRobNW,Fay Rd & Robertson Ter,,43.04458700000,-76.19896300000
84950,84950,66,14685,GraGraSW,Grand Ave & Graston Ave,,43.03314500000,-76.19893400000
85704,85704,66,8808,Vin7stNX,Vine St & 7th St,,43.10924400000,-76.19891800000
83714,83714,66,10901,GraGrsNE,Grand Ave & Graston Ave,,43.03329800000,-76.19879800000
80110,80110,66,11247,AveKinNW,Avery Ave & Kincaid Ave,,43.05799700000,-76.19871900000
81400,81400,66,8807,CmeMnhSW,Commerce Blvd & Monarch Dr,,43.11124100000,-76.19869400000
85098,85098,66,8749,CmeMnhNE,Commerce Blvd. & Monarch Dr.,,43.11122300000,-76.19860800000
85287,85287,66,17304,SfbWilNW,State Fair Blvd & Willis Ave,,43.06633200000,-76.19856500000
81911,81911,66,9190,OnbWhaSW,Onondaga Blvd & Woodhaven Apts,,43.03034300000,-76.19855300000
84169,84169,66,4870,WikSrnNE,Winkworth Pky & Sharon Dr,,43.02549100000,-76.19837200000
83022,83022,66,9185,OnbWhaNX,Onondaga Blvd & Wood Haven Apts,,43.03046800000,-76.19836800000
85413,85413,66,17841,Oli913SX,913 Old Liverpool Rd,913 OLD LIVERPOOL RD,43.09896600000,-76.19822100000
85524,85524,66,674,WgeDraSW,W.Genesee St & Draper Ave,,43.04754000000,-76.19809700000
85527,85527,66,672,WgeDraNX,W.Genesee St & Draper Ave,,43.04765700000,-76.19803500000
80655,80655,66,1095,AveChmNW,Avery Ave & Chemung St,,43.05686000000,-76.19791800000
81935,81935,66,1205,ChmAveSW,Chemung St & Avery Ave,,43.05669000000,-76.19791800000
85995,85995,66,8484,MioWdrSW,Milton Ave & West End Dr,,43.05916100000,-76.19790400000
85976,85976,66,14418,EriMilNE,Erie Blvd W & Milton Ave,,43.05924100000,-76.19775600000
80656,80656,66,1093,MioEbwNE,Milton Ave & Erie Blvd W,,43.05915200000,-76.19773100000
81933,81933,66,1208,AveChmSE,Avery Ave & Chemung St,,43.05669000000,-76.19770800000
79993,79993,66,8737,OliHraEX,Old Liverpool Rd & Hiram Ave,,43.09797200000,-76.19770300000
79567,79567,66,1210,ChmAveNE,Chemung St & Avery Ave,,43.05683300000,-76.19769600000
82585,82585,66,8819,OlihraSX,Old Liverpool Rd & Hiram Ave,,43.09781900000,-76.19767800000
81015,81015,66,2010,CocVieNW,Commerce Blvd & Vine St,,43.11041700000,-76.19754600000
84949,84949,66,14686,GraMaySW,Grand Ave & Mayson Ave,,43.03399500000,-76.19746500000
85099,85099,66,8748,VinCmeSW,Vine St & Commerce Blvd.,,43.11022000000,-76.19739800000
83715,83715,66,10900,GraMayNE,Grand Ave & Mayson Ave,,43.03413900000,-76.19734200000
85944,85944,66,8820,OliWoeWX,Old Liverpool Rd & Woener Ave,,43.09704000000,-76.19728400000
82479,82479,66,8574,McdBalSX,McDonald Rd & Ball Rd,,43.01485600000,-76.19713400000
79590,79590,66,17822,BalMcdNE,Ball Rd & Town Hall/Sheriffs Office,,43.01600100000,-76.19704600000
85344,85344,66,4544,MioWisSW,Milton Ave & Willis Ave,,43.05888300000,-76.19690400000
84143,84143,66,10943,CheCoySW,Chemung St & Coykendall Ave,,43.05706600000,-76.19689300000
81823,81823,66,1031,WgeChaNE,W.Genesee St & Charles Ave,,43.04846200000,-76.19687500000
82946,82946,66,8538,AveEsxNW,Avery Ave & Essex St,,43.05535600000,-76.19685700000
85416,85416,66,17842,Oli715SW,715 Old Liverpool Rd,715 OLD LIVERPOOL RD,43.09619900000,-76.19684000000
79798,79798,66,14645,GenMonSE,W Genesee St & Montrose Ave,,43.04848900000,-76.19675100000
83188,83188,66,8512,AveEsxSE,Avery Ave & Essex St,,43.05521200000,-76.19668500000
82135,82135,66,14971,CheCoyNE,Chemung St & Coykendall Ave,,43.05719100000,-76.19667100000
80791,80791,66,14477,MilWilNE,Milton Ave & Willis Ave,,43.05887400000,-76.19664500000
83609,83609,66,3928,OnbMysNE,Onondaga Blvd & Mayson Ave,,43.03118400000,-76.19662800000
80935,80935,66,16291,AhepaLM,Ahepa 37 Apts,,43.01424700000,-76.19645600000
80847,80847,66,4863,WikWewNE,Winkworth Pky & Westwood Rd,,43.02509600000,-76.19631200000
83006,83006,66,14416,EriEmeNE,Erie Blvd W & Emerson Ave,,43.06010900000,-76.19631100000
83648,83648,66,17423,OliEleNE,Old Liverpool Rd & Electronics Pkwy,,43.09510600000,-76.19624800000
80853,80853,66,4865,WikWewSW,Winkworth Pky & Westwood Rd,,43.02485500000,-76.19613900000
83687,83687,66,14766,VinConSW,Vine St & Continuum Dr -Flag Stop,,43.11120400000,-76.19608800000
79995,79995,66,8735,OliEleSW,Old Liverpool Rd & Electronics Pkw,,43.09473000000,-76.19603800000
83608,83608,66,3927,OnbMysSE,Onondaga Blvd & Mayson Ave,ONONDAGA BLVD,43.03137200000,-76.19601100000
85055,85055,66,15361,CheWlsSW,Chemung St & Willis Ave,,43.05741400000,-76.19595500000
84144,84144,66,10944,CheWilSW,Chemung St & Willis Ave,,43.05745000000,-76.19591800000
85763,85763,66,17818,BalHadSX,Ball Rd & Driveway to High Acres Bldg 19-25,,43.02023500000,-76.19582200000
81848,81848,66,17895,Gog7848,7848 Goguen Dr,7848 GOGUEN DR,43.14957000000,-76.19571300000
82134,82134,66,14970,CheWilNE,Chemung St & Willis Ave,,43.05756600000,-76.19570800000
82541,82541,66,4902,BeuHugSW,Bellevue Ave & Huntington Rd,,43.02859600000,-76.19564300000
82947,82947,66,8539,AveDlaNW,Avery Ave & Driscoll Ave,,43.05364500000,-76.19563700000
83606,83606,66,3923,Onb4623,4623 Onondaga Blvd,,43.03158600000,-76.19560400000
82698,82698,66,17815,OCCPhyEd,OCC Phys Ed. Bldg.,,43.00475700000,-76.19556200000
83191,83191,66,8511,AveDlaEX,Avery Ave & Driscoll Ave,,43.05350200000,-76.19546400000
82156,82156,66,667,WgeMyrSE,W.Genesee St & Myrtle St,,43.04965200000,-76.19518300000
82159,82159,66,664,WgeMyrNE,W.Genesee St & Myrtle St,,43.04972400000,-76.19518300000
84272,84272,66,16280,OSrAptLM,Onondaga Senior Apts,,43.03132700000,-76.19506100000
84345,84345,66,8540,AveHekNW,Avery Ave & Herkimer St,,43.05249000000,-76.19483600000
82190,82190,66,8510,AveHekSE,Avery Ave & Herkimer St,,43.05232900000,-76.19463800000
85265,85265,66,14969,CheOliNE,Chemung St & Olive St,,43.05805800000,-76.19439900000
81732,81732,66,8471,OnbWesSX,Onondaga Blvd & Western Plaza,,43.03207800000,-76.19427100000
84146,84146,66,10946,CheMilSW,Chemung St & Milton Ave,,43.05811200000,-76.19418900000
85943,85943,66,8822,OliEynSX,Old Liverpool Rd & Eynsford Dr,,43.09308200000,-76.19416300000
80173,80173,66,8541,AveEreNW,Avery Ave & Erie St,,43.05148700000,-76.19412100000
79994,79994,66,8734,OliEynNE,Old Liverpool Rd & Eynsford Rd,,43.09308200000,-76.19407600000
83685,83685,66,14765,VinWr1SW,Vine St & Wrentham Dr - Flag Stop,,43.11321800000,-76.19407300000
80091,80091,66,8509,AveEreSE,Avery Ave & Erie St,,43.05130800000,-76.19392300000
85248,85248,66,4541,MioEmeSW,Milton Ave & Emerson Ave,,43.05798600000,-76.19363400000
81730,81730,66,8475,MioEmeSE,Milton Av & Emerson Av,,43.05799500000,-76.19358500000
81602,81602,66,11008,BelWinSW,Bellevue Ave & Winkworth Pky,,43.02903400000,-76.19357000000
83952,83952,66,4857,WikJuwNW,Winkworth Pky & Juneway Rd,,43.02684100000,-76.19352300000
80676,80676,66,8689,WgeAvrSW,W. Genesee & Avery Ave,,43.05035000000,-76.19346700000
85526,85526,66,670,XgeAveSW,W.Genesee St & Avery Ave,,43.05035000000,-76.19345500000
82702,82702,66,17819,BalHa102,Ball Rd & Driveway to High Acres Bldgs 102-108,,43.01895400000,-76.19344200000
82157,82157,66,666,AveWgeNW,Avery Ave & W.Genesee St,,43.05050200000,-76.19343000000
80779,80779,66,4213,OnaOcdSE,Onondaga Rd & OCC Dr,,43.01001100000,-76.19340000000
81409,81409,66,7845,MalWezWX,Maltage Dr & Wetzel Rd,,43.14977500000,-76.19339000000
84960,84960,66,11019,WinBelSE,Winkworth Pky & Bellevue Ave,,43.02903400000,-76.19338500000
81948,81948,66,9515,HihAcrLM,Ball Rd & High Acres Club House,,43.02155000000,-76.19330500000
83686,83686,66,14767,VinWr2SW,Vine St & Wrentham Dr - Flag Stop,,43.11418400000,-76.19326900000
82155,82155,66,668,AveWgeSE,Avery Ave & W.Genesee St,,43.05026900000,-76.19322100000
80812,80812,66,10930,GenAveNE,W Genesee St & Avery Ave,,43.05049300000,-76.19322000000
85457,85457,66,10868,BelGleNE,Bellevue Ave & Glenwood Ave,,43.02921300000,-76.19317500000
85755,85755,66,9918,LemManLM,Lemoyne Manor on Old Liverpool Rd,,43.09212300000,-76.19304000000
85406,85406,66,18019,Crss4651,4651 Crossroads Park Dr,,43.12440900000,-76.19301400000
79586,79586,66,17826,LemManEX,Lemoyne Manor,,43.09220400000,-76.19299000000
84145,84145,66,10947,MilEssNW,Milton Ave & Essex St,,43.05689400000,-76.19289500000
81979,81979,66,14675,WstLigNW,Western Lights bus stop,,43.03377000000,-76.19282600000
80181,80181,66,8542,AveCayNW,Avery Ave & Cayuga St,,43.04955300000,-76.19275200000
83162,83162,66,14674,WstLigSE,Western Lights bus stop,,43.03349200000,-76.19272800000
80112,80112,66,11243,MilEssSE,Milton Ave & Essex St,,43.05676800000,-76.19272200000
82050,82050,66,1058,GlwBeuSE,Glenwood Ave & Bellevue Ave,,43.02913200000,-76.19263300000
83515,83515,66,16941,GlwBelSE,Glenwood Ave & Bellevue Ave,,43.02913200000,-76.19259600000
80092,80092,66,8508,AveCaySE,Avery Ave & Cayuga St,,43.04938200000,-76.19254300000
81566,81566,66,10206,BelGlwSX,Bellevue Ave & Glenwood Ave,,43.02925800000,-76.19247200000
80180,80180,66,8543,AveHapNW,Avery Ave & Hamilton St,,43.04860300000,-76.19207400000
81962,81962,66,7589,WegWliLM,Wegmans W. Lights,,43.03150400000,-76.19197700000
80089,80089,66,8507,AveHapSE,Avery Ave & Hamilton St,,43.04841500000,-76.19186500000
84140,84140,66,10948,MilLewNW,Milton Ave & Lewis St,,43.05542500000,-76.19184700000
83732,83732,66,4533,MioLewSE,Milton Ave & Lewis St,,43.05526400000,-76.19166200000
83689,83689,66,14768,VinBurSW,Vine St & Burr Dr - Flag Stop,,43.11587600000,-76.19155100000
85738,85738,66,658,WgeWisSW,W.Genesee St & Willis Ave,,43.05111000000,-76.19145500000
80163,80163,66,8544,AveScyNW,Avery Ave & Schuyler St,,43.04759200000,-76.19137200000
82160,82160,66,663,WgeWisNE,W.Genesee St & Willis Ave,,43.05125300000,-76.19122100000
79681,79681,66,3772,PriChpLM,Price Chopper W. Lights,,43.03472700000,-76.19120900000
82867,82867,66,8506,AveScySE,Avery Ave & Schuyler Ave,,43.04743900000,-76.19119900000
84352,84352,66,5525,GrnHldSX,Grand Ave & Hillside Ave,,43.03622200000,-76.19098600000
81329,81329,66,9406,OnaJmhNX,Onondaga Rd & OCC John Mulry Hall,,43.00961600000,-76.19086000000
84139,84139,66,10949,MilHerNW,Milton Ave & Herkimer St,,43.05396500000,-76.19081100000
84351,84351,66,5524,GrnHldNE,Grand Ave & Hillside Ave,,43.03627500000,-76.19077600000
84852,84852,66,8461,OnbMcdNX,Onondaga Blvd & McDonalds,,43.03325000000,-76.19072900000
84640,84640,66,4529,MioHekSE,Milton Ave & Herkimer St,,43.05379500000,-76.19062600000
85926,85926,66,8009,BeuArcSW,Bellevue Ave & Archer Rd,,43.03018800000,-76.19054700000
80161,80161,66,8545,AveUlsNW,Avery Ave & Ulster St,,43.04638300000,-76.19052100000
81331,81331,66,9409,OnaOahSX,Onondaga Rd & OCC John Mulroy Hall,,43.00946400000,-76.19047800000
81733,81733,66,8473,OnbBkgSX,Onondaga Blvd & Burger King,,43.03325800000,-76.19040900000
80087,80087,66,8505,AveUlsSE,Avery Ave & Ulster St,,43.04623000000,-76.19033600000
81056,81056,66,10950,MilEriNW,Milton Ave & Erie St,,43.05300700000,-76.19015800000
84379,84379,66,4845,GlwArcNE,Glenwood Ave & Archer Rd,,43.02779700000,-76.19006800000
84383,84383,66,4525,MioEreSE,Milton Ave & Erie St,,43.05283700000,-76.18996100000
85065,85065,66,1211,AveTomNW,Avery Ave & Tompkins St,,43.04516500000,-76.18967100000
79996,79996,66,8733,OliCknNE,Old Liverpool Rd & Corkins Rd,,43.08943600000,-76.18960900000
81182,81182,66,7866,WgeMioSW,W Genesee St & Milton Ave,,43.05183400000,-76.18952900000
79613,79613,66,8010,BeuSuhSW,Bellevue Ave & Sunhill Ter,,43.03071600000,-76.18947300000
82350,82350,66,661,MioWgeNW,Milton Ave & W.Genesee St,,43.05201300000,-76.18945500000
